Griebe	Schwanz der Kuh	4111	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 3, Kennung 2b'b, Zeile 5326); 2 weitere Kandidat(en) ignoriert
fahren	von den herabfallenden Niederschlägen	2200	
Zweck	kleiner Graben zwischen zwei Wiesen; Grenze	8221	
es	mit Bezug auf eine Person oder Sache	1130	
Weber	sich ständig hin- und herwiegendes Stalltier	4110	
winseln	mit hohen Tönen anhaltend jammern, klagen	5560	
Heu-kleid	leichtes Frauenkleid für die Heuernte	5934	
Keller-seil	zum Geschirr für die Arbeit im Weinkeller gehörendes Seil	7470	
Rasse	Pferderasse mit schlankem Körper und dünnen langen Beinen	4112	"eindeutig ueber Volltext ""(Verb.) Pferderasse mit schlankem Körper und dünnen langen Beinen"" (fuehrender Klammerzusatz entfernt)"
grammeln	brummen	5560	
flatschen, flätschen	klatschen	5520	
Dreh-brett	verbotenes Glücksspiel in der Art des Rouletts	7390	
Geld-gurt	um den Leib geschnallter Geldbeutel	5932	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 2129); 2 weitere Kandidat(en) ignoriert
Hammel	Schaf allg.	4114	
Holder-schuß	Holunderschößling	3210	
Stampfes	Neckname (für die Bewohner von IB-Rohrb)	8150	
Neustadter	Bewohner von Neustadt	8160	
fremd	unbekannt	6250	
Fahr-halfter	beim Fahren verwendetes Halfter	7403	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 10452); 1 weitere Kandidat(en) ignoriert
um-legen	umschlagen, umfalten	5932	
wasserig, wässerig	Wasser enthaltend	9230	"eindeutig ueber Volltext ""(zu viel) Wasser enthaltend"" (fuehrender Klammerzusatz entfernt)"
krüsteln	knusprig backen	7740	
herum-drehen	von seiner Meinung abbringen	6460	
Sonntags-besuch	Besuch am Sonntag	6421	
Riese	die Sagengestalt Riese; außergewöhnlich großer Mann	5141	
vor	nach vorn	9500	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung II1, Zeile 16203); 2 weitere Kandidat(en) ignoriert
Backerei	Backarbeit	7780	
Geld-macherei	Profitgier	6520	
Schisser	Feigling, zaghafter schüchterner Mensch	6110	
selben-mal(s), selb-	jenesmal, damals zu jener Zeit	9600	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 6, Kennung -, Zeile 492); 1 weitere Kandidat(en) ignoriert
Reben-schneiden	das Schneiden der Reben im Frühjahr	7470	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 5, Kennung -, Zeile 4519); 1 weitere Kandidat(en) ignoriert
Fenster-gerähms	eisernes Schutzgitter außen vor dem Fenster	7720	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung +, Zeile 11588); 2 weitere Kandidat(en) ignoriert
hin-schlappen	lässig dahingehen	5530	
Hering(s)-sulper	Salzbrühe im Heringsfaß	5910	
Schwung-feder	große Feder im Vogelflügel	4200	
Gemeinde-esse	Schmiedewerkstatt des Bannschmiedes	7530	
hiesig	von hier, aus diesem Ort	9500	
mohrig	dunkel (vom Fell der Kuh)	4111	
feil	von einem Mädchen, das noch nicht verlobt ist	7321	"eindeutig ueber Volltext ""(W) von einem Mädchen, das noch nicht verlobt ist"" (fuehrender Klammerzusatz entfernt)"
Ge-wurstel(s)	viele Würste	7565	
gar, gär	als Ausdruck der Verwunderung	1230	"eindeutig ueber Volltext ""(W) als Ausdruck der Verwunderung"" (fuehrender Klammerzusatz entfernt)"
rat-schlagen	beraten	6450	
Bodem-reif	Reifen am Boden der zinkenen Brenke	7530	
Dahlien-fest	alljährlich in Landau begangenes Blumenfest	7310	
Kuppen-hüter	Gemeindeförster	7550	
Plump-sack	geknotetes Taschentuch (im Spiel)	7360	
Affen-kochem	Schimpfwort auf einen schlauen Menschen	6111	
Tücher-korn	die beim Abladen des Getreides vom Wagen herabfallenden Körner	7440	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 5969); 1 weitere Kandidat(en) ignoriert
Spinnen-bein	Bein einer Spinne	4700	
kitzeln	durch leichtes, streichelndes Berühren einen Juckreiz hervorrufen	5520	
Kribbes	gereizter, böser, falscher Mensch	6112	
fließ-papieren	dünn wie Fließpapier	9212	
Nacht-glocke	Glockengeläut am Abend	5420	
Monats-musik	monatliche Tanzmusik, abwechselnd in verschiedenen Lokalen	8730	
knickern	den Klicker mit dem Finger schnellen	7370	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung '2, Zeile 4197); 1 weitere Kandidat(en) ignoriert
Strüpf-arsch	diebischer Mensch	8320	
an-schaffen	kaufen, erwerben	7600	
Bampes	Schlamm, Morast	2700	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung x3, Zeile 6661); 1 weitere Kandidat(en) ignoriert
all-bekannt	überall bekannt	6250	
Schlotte	Zwiebelstengel, Zwiebel, Schalottenzwiebel	3400	
Klee-salz	Kaliumtetraoxalat (das früher aus Sauerklee gewonnen wurde)	9230	
Wasser-trog	steinerner oder hölzerner Trog (als Viehtränke)	7450	
dabern, däbern	triefen (vom Auge)	5700	
un-scheniert	ungestört, unbehelligt	6430	
Nestel-loch	Öse für den Schnürsenkel am Schnürschuh	5937	
Glatt-haar	glatthaariger Hund	4700	
Schnalle	hintere Klappe aus Stoff an der Knabenhose	5933	
laden	wütend sein, Groll hegen	6320	"eindeutig ueber Volltext ""(W) wütend sein, Groll hegen"" (fuehrender Klammerzusatz entfernt)"
juckeln	unruhig sitzen, hin und her rutschen	5550	
Krauter, Krauterer, Krauterin	Handwerksmeister mit wenig Hilfskräften	7500	
Baum-arsch	Baumstumpf	3100	MEHRDEUTIG (7 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 7681); 6 weitere Kandidat(en) ignoriert
Sau-gast	unverschämter, grober Mensch	6116	
reiherig	begattungswillig	5350	
Daber-, Däber-auge	blaugeschlagenes Auge	5521	
Kümmel-mann	ambulanter Kümmelhändler	7600	"eindeutig ueber Volltext ""(VR) ambulanter Kümmelhändler"" (fuehrender Klammerzusatz entfernt)"
Setz-zwiebel	Steckzwiebel	3400	
umher-rennen	herumrennen	5533	
Ram-stein	Grenzstein (auch als Flurname belegt)	8221	
Kübel	oberer Bestandteil des Butterfasses	7455	
bremsen	mühsam und hörbar atmen (vom Rindvieh)	4111	
daran-schlagen	schlagend berühren	5450	
Steck-saat	Pflänzchen, die aus Samen entstanden sind	7401	
all-hieig, -hierig, -hiesig	hiesig	8100	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 1991); 1 weitere Kandidat(en) ignoriert
schröpfen	mit den Fingerknöcheln an den Kopf schlagen	5521	
auf-fällig	auffallend	5400	
Trimmel	der mit Bretterboden und Seitenbrettern versehene Wagen	7403	
Schmus-backen	ein Mensch, der gerne liebkost und schmust	6332	
ein-grubbern	Dünger mit dem Grubber in den Boden bringen	7402	
Gau-dieb	durchtriebener Mensch; Spitzbube	6112	
Kafrus, Kafruse	verwahrloster Mensch	6114	
Traubenstock-blut	Saft der beschnittenen Rebe	7470	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung x, Zeile 4454); 1 weitere Kandidat(en) ignoriert
putzen	Holz, Laub, Steine von den Wiesen ablesen und die Maulwurshaufen beseitigen	7450	
billen	die Mühlsteine mit der Bille riefen (schärfen)	7580	
stieben	gleichzeitig fein regnen und schneien	2200	
Tralje	Gitterstab	7530	
Grund-haufen	Komposthaufen, Kehrichthaufen	9220	
Sesam-kuchen	Viehfutter aus gepreßtem Sesam	7450	
Knebel-bart	kurzer, rundgeschnittener Bart am Kinn	5940	
Winter-erbse	Sojabohne	3400	
Pantalons	Hose	5932	
Bind-leine	Seil zum Niederziehen des Wiesbaumes	7403	MEHRDEUTIG (4 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 10334); 3 weitere Kandidat(en) ignoriert
bim	Schallwort für die Nachahmung hoher Glockentöne	1220	
Familien-herberge	von einem verlausten Kopf	5940	"eindeutig ueber Volltext ""(sch) von einem verlausten Kopf"" (fuehrender Klammerzusatz entfernt)"
Rauh-bauz	abgehärteter, wetterunempfindl. Mensch, bes. Junge; Draufgänger	5120	
ver-kichern	in einem fort kichernd lachen	5560	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 12404); 2 weitere Kandidat(en) ignoriert
Berg-fink	der Vogel Fringilla montifringilla	4210	
Vogel(s)-kirsche	wilde Kirsche (Prunus avium)	3110	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 1, Zeile 15986); 1 weitere Kandidat(en) ignoriert
Buben-graben	FlN in KU-Glmünchw	8140	
herzig	lieblich, schön	5210	
Bluts-kopf	Seebinse	3600	
Butzel-jahr	ein an Butzeln reiches Jahr	9600	
Stanz-platte	Andruckfläche für die Schneide der Lederstanzmaschine	7540	
jammerig, jämerig	nach Eßbarem verlangend	5910	
Borste	steifes, struppiges Haar des Menschen	5210	
Butz, Butzen	Strohwisch	7450	
Weiß-hafer	die Hafersorte Avena nuda	3330	
Ge-hänsel, -hansel	aufreizende Neckerei, Uzerei	7220	
Wasser-eidechse	eine Art Eidechse, Salamander, Molch?	4400	
häuten	die Haut abziehen	7565	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung 1, Zeile 8871); 1 weitere Kandidat(en) ignoriert
ab-finden	etwas als unvermeidlich hinnehmen	6260	
Holz-schneiden	ein Kinderspiel mit dem Bindfaden	7360	
winkel-recht	im rechten Winkel zueinander stehend	9220	
zu-zwinkern	durch Augenblinzeln ein Zeichen geben	5510	
sein	existieren, vorhanden sein, anwesend sein	9100	
ein-nähen	annähen	7545	
ver-kotteln	heimlich verkaufen, vertauschen, verhandeln	7600	
ab-lumpen	abgewinnen	6430	
Leim(en)-kaute	FlN (Gewanne an einer noch bestehenden oder ehemeligen Lehmgrube	8140	
herüber-fahren	hinüberfahren	7820	
Back-olig	Öl, mit dem die Brote bestrichen wurden	7560	
Spinnen-fresser	Mensch mit dünnem Aussehen, hagerem Gesicht	5124	
Hunds-kasten	Hundehütte	4030	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 15541); 1 weitere Kandidat(en) ignoriert
Dreck-käfer	Kellerassel	4700	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 1b, Zeile 4679); 1 weitere Kandidat(en) ignoriert
Hampel-mann	Gliederpuppe	7360	
stammen	an einen Baumstamm anbinden	5520	
Eier-kegeln	Spiel der Kinder mit Ostereiern	7360	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 7640); 1 weitere Kandidat(en) ignoriert
Kohl(en)-brecher	wer in der Kohlengrube Kohle bricht	7525	
quackeln, quäckeln	sich (trotz guter Pflege) im Wachstum schlecht entwickelnbes. von Pflanzen	3020	
steifen	Wäsche mit Stärke steifen	7770	
rauh-werken	roh bearbeiten, zurichten, für die Endbearbeitung vorbereiten	7500	
Brullje(s)	Verwirrung, Durcheinander anrichten, Zerwürfnis hervorrufen	9320	
Hamme, Hammer	Bügel an der Sense, der in den Sensenwurf eingreift	7402	
Katzen-staffeln	ungleich geschnittene Haare	5940	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung 2, Zeile 1636); 1 weitere Kandidat(en) ignoriert
ein-kramen	einpacken	9315	
Ofen	Heiz-, Stubenofen	7750	
Geiß	Holzgerüst, auf dem der Pflug befördert wird	7404	
Druck-wasser	nasse Stelle einer Wiese	2600	
Vier-markt	Stelle, wo sich vier Herrschaftsgebiete berühren	8160	
siebenellen-lang	sehr lang (von der Körpergröße)	5210	
Kindtauf(s)-kuchen	Kuchen zum Taufschmaus	5911	
Bauer	Besitzer eines bäuerlichen Anwesens	7400	
Sparkassen-buch	Sparbuch	7600	
hau	Schallwort, das Bellen des Hundes nachahmend	1220	
über-fahren	mit Farbe überstreichen	7590	
zusammen-rollen	zu einer Rolle formen, sich kugeln	9220	
Dreck-mensch	schmutzige, nachlässige weibliche Person	6134	
Ehren-bezeugung	militärischer Gruß	8500	
Huppser-maus	Hüpfmaus	4120	
herum-läppeln, -läppern	langsam und in kleinen Mengen essen (trinken)	5910	
Schmälz	schwarzbraune Rückstände beim Zerlassen der Butter	5910	
Nacht-teig	Teig, der am Abend vor dem Backen angesetzt wird	7560	
ab-pappeln	abschwatzen	5360	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 781); 2 weitere Kandidat(en) ignoriert
Achsen-nagel	Nagel, der durch den Schemel des Wagens geht	7403	
Hand-voll	was in eine hohle Hand hineingeht	9350	
Schnaps-glas	die Glockenblume (Campanula rotundifolia)	3500	
Sau-tier	schmutzige, liederliche weibliche Person (auch derbes Schimpfwort)	6134	
reihen, reigen	begatten, vom Geflügel und von Vögeln	4200	
Obstbaum-schule	Obstbaumzuchtanlage	7480	
Wald-honig	Honig von Waldblüten	7460	
Buttermilch-gesicht	bleiches Gesicht	5210	MEHRDEUTIG (5 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 15588); 4 weitere Kandidat(en) ignoriert
Griebenwurst-därme	Därme für die Griebenwurst	7565	
Wappen	bildliches Abzeichen, Wappenschild	7595	
über-gießen	eine Flüssigkeit auf etwas schütten	7740	
Schlitt-haken	X-beiniger Mensch	5120	
Räuber-büschchen, Rauber-	aus dem Busch kommende böse Wesen	7350	
weit-läufig, -läuftig, -läuflich	verwandtschaftlich entfernt	7100	
Mücke, Mucke	kleines Äckerchen	7420	
Placken-schneider	Neckwort für den Spieler, der alles verloren hat	7380	
Riesen-quetsche	die große süße Bühler Zwetschge	3120	
Stein-kar	mit Steinen gefüllte Bodensenke	2800	
Revier-förster	Förster eines Forstbezirks	7550	
Brust	Mieder	5934	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung +3b, Zeile 14369); 1 weitere Kandidat(en) ignoriert
Schönung	das Klären des Weins	7470	
Esel	dummer, einfältiger Mensch	6117	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 2, Kennung 2a'a, Zeile 9942); 2 weitere Kandidat(en) ignoriert
Kerbel-soße	Soße aus süßem Kerbel	5911	
Allmend-stück	Grundstück in der Allmende	7420	
Bettel-mensch	weibliche Person, die über ihre Verhältnisse lebt	6130	
Finassel	Schimpfwort für eine Rothaarige	5160	
also	vollständig, ganz	9400	
Straf-rede	Tadel, Zurechtweisung	6333	
Knorr-backen	geschwollene Wange, bes. infolge von Zahnentzündung	5700	
aus-foppen	verspotten	7220	
Arsch-klopfer	der Lehrer	8400	
Krumm-schwanz	krumm in die Höhe gestellter Schwanz der Kuh	4111	
Vettel	schlampiges Weib	6134	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 2, Kennung -, Zeile 14048); 1 weitere Kandidat(en) ignoriert
Spreite	Decke aus Schnee	2200	
Alles	Gott	8800	
ver-klickern	genau erklären, auseinandersetzen	7200	
Speise-kammer	Kammer zur Aufbewahrung von Speisen	7720	
pflastern, pflästern	das Dach decken	7710	
her-fahren	berühren (mit der Hand)	5520	
potterig, pötterig	mit Potten behaftet	5700	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung 1, Zeile 12682); 1 weitere Kandidat(en) ignoriert
ver-pfeifen	verraten, anzeigen	8230	
Raum-hacke	kleine spitze Hacke zum Entfernen der Erde um die Rebstöcke	7470	
ein-reißen	vom Rande her einen Riß bekommen	9130	
Köhl-gemüse	Gemüse aus Kohlart mit krausen Blättern (Brassica var. acephala)	5911	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung -, Zeile 4901); 1 weitere Kandidat(en) ignoriert
lang-nasig, -näsig	mit langer Nase	5210	
Dürr-leber	magere männliche Person	5144	
Kopf	Streichholzkopf	7750	
hopper-di-popperdi	knallartig, ungestüm, übereilt	5570	
steipen	sich abstützen bei Ermüdung (vom Körper)	5500	
Windel-placken	Gesichtsfleck, an eine verschmutzte Windel erinnernd	5210	
hinaus-leiern	sich verzögern	9600	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 3, Kennung 2, Zeile 12425); 1 weitere Kandidat(en) ignoriert
Spargel	weiße Wurzelausläufer der Quecken	3900	"eindeutig ueber Volltext ""(sch) weiße Wurzelausläufer der Quecken"" (fuehrender Klammerzusatz entfernt)"
gullern	vom Ruf des Truthahns	4240	
oben-darüber	über etwas befindlich	9500	
Bodem-zins	Grund-zins	8220	
Hand-besem, -besen	Handfeger	7736	MEHRDEUTIG (3 Treffer) - erster Treffer gewaehlt (Band 3, Kennung -, Zeile 7576); 2 weitere Kandidat(en) ignoriert
Hutzel	Fruchtzapfen nur der Tanne	3110	
herunter-drehen	niedriger schrauben (vom Lampendocht)	7760	
Meer-weibel	der mit weit ausgestreckten Beinen über das Wasser gleitende Wasserläufer	4700	
vor-rennen	vorauslaufen	5533	
Welts-maschine	eine stattliche Frau	5160	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 6, Kennung -, Zeile 12322); 1 weitere Kandidat(en) ignoriert
Zettel	Rechnung, Steuerbescheid	7600	
Presbyter	Kirchenältester	8870	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 1, Kennung -, Zeile 13398); 1 weitere Kandidat(en) ignoriert
Trompete	Kaffeekanne des Arbeiters	7735	
Wein-pfalz	Weinbau betreibende Vorderpfalz	8160	
ver-seilen	mehr als nötig verbrauchen, bes. vom Nähgarn	7545	
er-obern	wirtschaftlich in die Höhe kommen, etwas erringen, erwerben	7600	
ver-tabakeln, -tabäkeln	zum Besten halten	7220	
Frau	Jungfrau Maria	8820	"eindeutig ueber Volltext ""(W) Jungfrau Maria"" (fuehrender Klammerzusatz entfernt)"
demütig	bescheiden, scheu, ängstlich	6280	
flächsen, flächsern	mit Flachs bestellt	7490	
Speiche	Sprosse an der Leiter des Bauernwagens	7403	
Herz-bumpern	Herzklopfen	5320	
ver-schmieren	durch Schmieren aufbrauchen	9400	
Ureß-macher, -mächer	wer seinen Teller nicht leer ißt	5910	
herüber-galoppieren	im Galopp auf die Seite des Sprechers kommen	4112	
Haber-geiß	in der späteren Jahreszeit geborene Ziege	4115	
Krotten-weed	Weiher im oder beim Dorf	2600	
Drescher	wer oft prügelt	6112	
Mit-gänger	Begleiter eines Fuhrwerks	7403	MEHRDEUTIG (2 Treffer) - erster Treffer gewaehlt (Band 4, Kennung +, Zeile 14464); 1 weitere Kandidat(en) ignoriert
